"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Lithuania","LTU","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1134000","1268400","1194500","1026700","1078900","1161800","1107500","1012600","979400","935500","918000","864600","878500","956100","962900","1003300","1022000","1103500","1012000","1064700","1158300","",
"Luxembourg","LUX","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28680","28061","29408","28903","27981","28496","28849","28513","31233","30403","29711","28805.38","28880","",
"Latvia","LVA","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","696700","693600","483900","401050","444200","477000","454800","399100","406360","429500","404400","425100","432900","468900","511800","521900","544200","540900","516800","517500","568000","",
"Macao SAR, China","MAC","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Land under cereal production (hectares)","AG.LND.CREL.HA","","3772884","3285652","4326300","3938680","3956110","4653000","4839060","4712400","4642400","4513200","4684325","4610100","4704200","4572000","4199900","4811900","4963300","4747800","4421500","4428550","4391000","4287300","4712100","4488300","4792400","5182870","5080200","5322300","5531900","5603328","5498300","5019638","5027803","6081400","3991544","5986059","4913747","5907338","5171023","5444098","5146632","4948578","5563172","5688222","5460948","5592813","4851300","5315100","5441471","5062557","5382220","5231230","",
"Mexico and Central America","MCA","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Monaco","MCO","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","675587","839837","746202","873329","863524","1015780","883292","876300","937200","1025300","1014501","850079","1039038","992234","871450","871071","973774","905781","872720","860602","876918","",
"Madagascar","MDG","Land under cereal production (hectares)","AG.LND.CREL.HA","","888000","941000","950000","987885","982650","1101740","1122410","1150785","1124060","1107060","1120725","1130745","1160770","1178920","1190505","1179514","1291359","1257275","1281582","1330635","1315757","1307950","1318715","1304915","1326020","1338275","1240524","1265600","1301190","1326929","1295989","1340057","1416076","1307010","1342830","1337837","1370909","1392139","1404694","1407642","1412290","1416815","1421350","1441159","1509457","1597461","1554069","1574387","1832317","1913884","1772785","1656300","",
"Maldives","MDV","Land under cereal production (hectares)","AG.LND.CREL.HA","","179","240","292","343","394","465","308","204","106","269","92","32","805","833","2326","176","104","34","50","20","133","77","35","5","5","5","4","6","8","7","4","8","10","11","11","9","88","75","71","65","68","62","71","67","68","70","72","72","73","72","67","69","",
"Middle East & North Africa (all income levels)","MEA","Land under cereal production (hectares)","AG.LND.CREL.HA","","21185570","21691630","22391847","22420402","23546010","23182589","24064248","25199073","24244037","25107735","23314119","25488841","24888396","25567689","26174448","27044519","24337403","25201773","24843553","26171959","26442213","25688586","26555152","24564061","28435915","27364546","27809824","26914517.5","29110936","31049131","31896466","32332413","31582552","29251176","27668389","31242221","26500493","30266759","25788736","24748124","26292060","26746207","29198529","30162084.5","31072957.6","29369199.6","29944288.5","24292152","28101914.9","28520182.1","28572203","28715933","",
"Mexico","MEX","Land under cereal production (hectares)","AG.LND.CREL.HA","","7708027","7652725","8440920","8994221","9350458","10068011","9529213","9735738","9273880","9739619","9677067","9510017","9898325","9058706","9527778","9525942","10097560","9850363","7791365","9535719","10742116","8385264","10387620","10099698","11271722","9735495","10205187","9681997","9745893","10543118","9753474","9928288","9547047","10645629","10668855","11480501","10474466","11033464","10127709","10136670","10875384","9874612","10570873","10494724","9280898","10005628","10232460","10457866","9109600","9974005","8765669","9610178","",
"Marshall Islands","MHL","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Land under cereal production (hectares)","AG.LND.CREL.HA","","323449328","325810733","331189972","339031766","337762142","339997087","345655740","349931507","356496453","357389065","360710111","355897217","366818058","363393215","368572398","375271568","370472313","371517596","366341300","369581595","371822223","363875800","372100811","372983243","376531737","380773171","373869218","381466383.5","384020116","380223158","384092184","429151576","424001566","426329849","420626664","427667475","425361767","420806898","414542800","410664557","411734468","401797858","405429511","410942769","420380601.8","414668234","422844816","424481403.7","421738081.5","426995007.3","432599830.94","427434132.2","",
"Macedonia, FYR","MKD","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","235207","238096","240276","241092","222277","221834","214268","216907","219884","207404","191500","194727","189597","201130","185654","178520","173330","179865","162651","158435","161944","",
"Mali","MLI","Land under cereal production (hectares)","AG.LND.CREL.HA","","1564005","1601500","1641059","1265985","1221450","1337555","1542300","1322190","1350740","1194900","1183300","1187700","1321600","1449400","1483872","1742900","1745900","1125275","1275434","1332975","1428593","1632724","1762950","1598375","1591307","1585416","1586654","2283200","2295039","2438695","2287664","2451597","2921007","3005056","2701919","2016510","2008375","2115831","2464553","2295099","2619975","3195417","3474131","3292388","3119489","3283576","3528534","3445007","3967694","3949748","5799794","4002812","",
"Malta","MLT","Land under cereal production (hectares)","AG.LND.CREL.HA","","3649","3699","3513","3434","2966","3254","3211","2980","2715","2559","2257","2095","1850","2018","2167","2202","1954","1983","2304","2406","2381","2850","2932","2562","2518","2442","2444","2645","2346","2378","2200","2366","2700","2800","2950","2000","2700","2662","2668","2923","2950","2556","2940","3008","2944","3100","3350","3500","3320","3163","3135","3177","",
"Myanmar","MMR","Land under cereal production (hectares)","AG.LND.CREL.HA","","4519316","5001403","5227904","5338487","5221590","4951091","5148430","5162886","5028697","5154905","5088705","4852280","5201762","5226312","5390616","5280047","5253080","5404444","4871890","5261398","5267061","4964269","5226360","5175909","5201393","5189821","4927442","4954300","5189641","5221349","5049905","5577472","6003944","6259743","6561216","6281438","6193400","6254211","7063733","7134557","7240159","7231630","7398182","7408527","8351110","9003500","8894900","8972611","8976753","8950320","8516700","9083000","",
"Middle East & North Africa (developing only)","MNA","Land under cereal production (hectares)","AG.LND.CREL.HA","","20750946","21280105","21966587","21958743","23079507","22734601","23598490","24663478","23768386","24632267","22742739","25183497","24549422","25000697","25680143","26470518","23803289","24667107","24279025","25582104","26030114","25299223","26099202","24006766","27692500","26601014","26974108","25904131.5","28026967","29953181","30694605","31097543","30345123","28076233","26856275","30576856","25740892","29535839","25019613","24047634","25523889","25929881","28398560","29379808","30325605","28653623","29252218","23734376","27685610","28119772","28187710","28392954","",
"Montenegro","MNE","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4830","4847","4746","4841","4653","4795","4656","",
"Mongolia","MNG","Land under cereal production (hectares)","AG.LND.CREL.HA","","311000","380000","394000","413000","418200","398500","406900","410300","414000","418100","414800","412300","419600","419500","433100","444400","482400","565200","583400","554700","539600","528100","585800","617480","633410","629710","622832","641628","672286","654090","613190","592628","545500","444900","354700","332609","316857","306931","279141","183434","199554","214067","206861","172585","159398","126201","121777","153953","252398","259113","299927","305562","",
"Northern Mariana Islands","MNP","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Land under cereal production (hectares)","AG.LND.CREL.HA","","731500","702600","716700","713400","731000","784000","824000","757589","811436","685893","690000","774000","1030000","1030000","948000","950000","955000","960000","998545","1113000","1120500","1270000","1274000","1304000","1404000","1524000","1429000","1429000","1534000","1548378","1599508","1376902","1355338","1520785","1727616","1678193","1864182","2012630","1841709","1828681","1712613","1953300","1849200","1715200","2162700","2238700","2135800","2906700","2532000","2418107","2816078","2542009","",
"Mauritania","MRT","Land under cereal production (hectares)","AG.LND.CREL.HA","","246050","246050","252600","252600","307600","257480","257480","258138","288012","258398","268830","209160","137315","167510","118566","80337","70240","120140","122370","111847","141779","136590","102610","103413","168860","181460","150170","201862","193452","118921","156163","123615","198688","309960","287335","276240","196614","211893","224444","207876","194283","111460","211908","181001","203547","253775","258945","248016","239538","291500","144885","172300","",
"Mauritius","MUS","Land under cereal production (hectares)","AG.LND.CREL.HA","","119","114","114","25","180","181","268","205","446","517","442","513","414","853","764","736","578","536","475","363","463","545","441","797","1060","1848","1102","990","646","545","572","451","428","236","75","90","46","50","41","70","54","38","27","57","63","58","108","61","14","48","163","367","",
"Malawi","MWI","Land under cereal production (hectares)","AG.LND.CREL.HA","","878200","876100","890561","898056","1110250","1128600","972100","1174300","1184300","1120300","1202300","1262400","1310300","1272260","1160300","1165440","1175200","1237200","1246400","1054000","1165560","1268200","1225333","1234173","1217173","1267145","1252805","1289876","1346350","1425342","1472227","1430215","1435514","1235750","1354371","1397520","1398670","1440111","1510012","1570308","1587166","1635836","1772695","1683258","1674520","1928661","1394461","1780115","1792559","1893306","1874110","1836365","",
"Malaysia","MYS","Land under cereal production (hectares)","AG.LND.CREL.HA","","523153","550684","562184","564713","590253","580838","604166","669178","693311","712396","740922","773059","758106","749400","761513","749156","733625","593800","745000","723800","718000","690000","680000","638000","669974","665875","675954","689755","683137","700647","703640","693753","713434","718624","695787","710468","716975","701404","719389","725700","695600","701500","695800","704700","701200","670000","679848","662917","682104","686484","692707","715000","",
"North America","NAC","Land under cereal production (hectares)","AG.LND.CREL.HA","","81854822","78888815","80976396","79641790","79004394","80741162","85650751","82882718","77593673","72760191","81896741","76212361","83288726","86136615","90102123","92728667","90864212","85781082","86059662","90869344","99410038","97695487","80251046","93058616","94582500","89269516","80778304","75946116","85455401","87247874","82948360","86027179","79670899","81937705","78042510","85421717","82950838","79889660","76044001","76735607","72894886","68735911","75633514","72940032","72650159","68809222","78144861","77499387","72982752","70598919","70118134","74421350","",
"Namibia","NAM","Land under cereal production (hectares)","AG.LND.CREL.HA","","85600","88400","88450","99450","114450","125400","136400","143400","149400","149400","160400","162400","168400","170400","177400","178400","186400","187400","191400","195600","196700","202800","210000","211200","195500","202000","194800","211059","219113","214293","209833","195200","210346","347457","320581","326027","354284","275598","303640","323766","276112","242251","296946","304857","277385","299780","241380","227182","306316","313900","301012","301000","",
"New Caledonia","NCL","Land under cereal production (hectares)","AG.LND.CREL.HA","","1050","950","900","850","800","750","710","642","590","545","475","480","460","420","388","335","246","527","918","1671","1191","1251","1162","1095","979","941","519","490","640","667","312","269","285","220","320","509","507","556","599","1275","1197","1097","1585","1389","1694","1096","1480","1185","781","927","972","976","",
"Niger","NER","Land under cereal production (hectares)","AG.LND.CREL.HA","","2107164","2317458","2385998","2245960","2289447","2302681","2412528","2511118","2886242","2923200","2956190","2783273","2480375","2802665","2513600","3185100","3495400","3562995","3674620","3880373","4061300","4257175","4284205","4163214","4349336","4378726","4407216","5027984","5217418","6882262","6594996","7554570","6948484","6958382","7193938","7170568","6415982","7641496","7480756","7345792","7884905","7864648","8073660","7862704","8399341","8965158","9062057","9843221","9086191","10629424","9976768","10151500","",
"Nigeria","NGA","Land under cereal production (hectares)","AG.LND.CREL.HA","","10621000","10634000","10741000","11291000","12245000","10102000","10635000","11039000","14400000","12424000","11736500","8869500","12504500","10325000","8632000","9874000","7460000","6554000","6113000","7165000","4864500","5186000","5785000","8294000","9527000","12675000","13231000","12685000","14372700","15400000","17014000","16836000","17423700","17993000","18598000","17752600","18476000","18339000","18079200","18242000","16286000","17027000","17371000","17716000","18310000","19147000","19410000","18899000","13890000","16132210","16627180","16390000","",
"Nicaragua","NIC","Land under cereal production (hectares)","AG.LND.CREL.HA","","243500","251500","223100","244900","270200","274300","305300","328300","338025","340353","347555","275059","272257","346853","298130","303762","280140","306670","253552","242806","302920","287727","255001","278040","305020","250585","273280","286650","312410","319970","282660","295120","328849","302036","369669","398898","360291","376287","349902","464224","445957","525819","538652","444255","541777","470290","474174","432673","440252","464851.49","510533","463000","",
"Netherlands","NLD","Land under cereal production (hectares)","AG.LND.CREL.HA","","521762","509284","488375","481317","484309","462031","437597","419849","406193","361706","349841","331160","292920","260522","244365","240089","235132","234679","237843","224137","213336","204629","206110","195732","183399","170284","176363","197166","202644","198596","189604","180938","183300","189100","193700","200100","202100","204926","183084","219100","229600","226310","218598","216753","216483","213220","212300","235591","220796","210419","206349","202572","",
"High income: nonOECD","NOC","Land under cereal production (hectares)","AG.LND.CREL.HA","","2161406","2104823","2048195","2117534","2218603","2143546","1917836","2280438","2125790","2093058","2132179","1650483","1921416","2277379","2118003","2233619","1979653","1891245","1884485","1753703","1712078","1554654","1653894","1714731","1902285","1818841","1873926","2063642","2180848","2125456","2129136","64239395","63741220","58387487","54462195","52528058","52585358","40003119","40823477","44757231","46753410","46672089","40294347","44139007.5","44644498.6","44132129.6","43957775.5","48381013","45800002.9","35819242.1","44116754","40660612","",
"Norway","NOR","Land under cereal production (hectares)","AG.LND.CREL.HA","","228117","229522","232243","242754","240291","232131","228473","232640","244494","257570","267823","271840","279861","290986","299491","297885","302227","306083","310432","315767","306351","320448","321524","328430","335080","341100","336920","343270","346036","356391","368561","359165","350335","346150","338090","334140","332100","335460","328220","330593","328111","327030","326675","328200","325212","318189","311905","309021","306092","301136","298750","292750","",
"Nepal","NPL","Land under cereal production (hectares)","AG.LND.CREL.HA","","1715000","1724500","1725500","1742000","1786000","1794700","1821090","1909470","1951485","1994890","2009823","1973188","2092083","2124453","2152188","2183815","2203319","2232940","2191730","2247630","2312590","2331630","2470000","2586530","2636050","2622990","2825960","2980760","3006250","3045230","2986490","2840020","3105510","3031239","3213580","3257790","3262340","3259770","3289875","3330740","3270617","3323559","3336549","3344374","3352695","3360334","3304330","3417511","3418024","3383153","3468509","3474193","",
"New Zealand","NZL","Land under cereal production (hectares)","AG.LND.CREL.HA","","124375","125583","140382","137402","131282","135954","145195","211306","218508","195634","215028","236039","211887","191024","204243","229801","218485","205402","207913","191767","180679","194344","192447","232785","256625","266842","224637","166845","157032","172807","152568","135321","148311","145807","144363","153953","166846","138432","141475","136066","144773","145015","134218","114762","115175","112204","117089","135409","162737","135547","143769","145843","",
"High income: OECD","OEC","Land under cereal production (hectares)","AG.LND.CREL.HA","","150653551","148965443","150518121","149847865","149118825","151670606","157138354","157345922","150636721","142735040","152629080","146773965","154094641","156301769","160328054","163529740","162253236","158713161","158941518","163915768","172925888","170787340","155551390","167845608","168216213","161198358","150083546","144494732","153980264","154538184","148005733","151884090","145264004","145752910","145078599","155817906","154171079","151047632","145388845","148368638","143542790","139682064","147631692","146364676","143878327","137990397","148647531","151710329","144636664","139640878","138620695.62","143130206","",
"OECD members","OED","Land under cereal production (hectares)","AG.LND.CREL.HA","","174551185","172927227","175149132","175048372","174659206","177885588","182865279","183494573","176467343","168644160","178733889","172562686","179936271","181806886","186594565","189681391","188929765","184917216","183358368","189529354","200096163","195475587","182168792","194207743","196078172","187564159","176833242","170770392","180031717","181499991","174553622","178289473","171661211","173491242","172332893","184069926","181562469","179008787","171856694","175222147","171399614","166287596","174494376","173701433","169977917","163871532","174041103","177053986","168690293","164310676","161969656.62","166783087","",
"Oman","OMN","Land under cereal production (hectares)","AG.LND.CREL.HA","","2600","2600","2700","2800","2800","3000","3100","3100","3100","3200","3200","3300","3900","3900","3900","3200","2600","2600","2302","2718","1135","1135","1135","1135","1061","1918","2075","2228","2270","2380","2641","2814","3246","3635","2990","3120","3250","2894","3121","3317","3792","3753","4145","5317.5","4393.6","4279.6","4643","4425","3061","2979","4140","4250","",
"Other small states","OSS","Land under cereal production (hectares)","AG.LND.CREL.HA","","955733","843236","812618","836229","853355","920304","1064800","975265","1027052","1033884","1049053","880760","923818","998291","953210","982217","937618","932162","911832","1068308","1096610","1042198","980624","1023407","1056290","1031112","1082598","1279014.5","1203478","1180747","1011793","919819","991220","1403788","1119179","1370889","1283087","984032","1157779","1301938","1188158","1117912","1115364","1160646","1152627","1311446","1099742","1234765","1386846","1426977.83","1281072.66","1228058.24","",
"Pakistan","PAK","Land under cereal production (hectares)","AG.LND.CREL.HA","","7858558","8090856","8212602","8533549","8872528","8667751","9031397","9536762","9706300","9837847","9473889","9190065","9602198","9525590","9435332","9764570","10280049","10330327","10585100","10584500","10910000","11040200","11401300","11350900","11048800","11382000","11317900","11302100","11809700","11864100","11708100","11758200","12192400","12145600","12260200","12399700","12361800","12748400","12514600","12650400","12124300","12016000","12481100","12470000","12809800","12932000","13051400","13387900","13674300","13332376","13303793","13051000","",
"Panama","PAN","Land under cereal production (hectares)","AG.LND.CREL.HA","","192200","182700","197400","219600","238500","239900","242300","228900","228200","158060","158700","170900","172900","187700","189690","205500","192760","167710","172310","158410","166876","176840","188950","173292","185582","179242","171261","171344","172244","184619","178813","183640","173215","176451","180080","175320","128880","131730","130130","148302","186832","187116","205720","201283","178572.5","151278","151474","159349","158149","171143","153986","152200","",
"Peru","PER","Land under cereal production (hectares)","AG.LND.CREL.HA","","719295","745816","724960","781750","777380","807950","836815","709050","826697","867040","865290","839220","816505","807755","806258","846300","848608","758571","786296","639839","770429","808350","775425","858155","785823","822030","922102","954645","966781","683214","753806","609029","748422","827900","807877","889699","937700","1034407","1091819","1152375","1153068","1139801","1138721","1048887","1161342","1154279","1156981","1226329.5","1288563.5","1248730","1187216.8","1258352","",
"Philippines","PHL","Land under cereal production (hectares)","AG.LND.CREL.HA","","5195460","5110820","4985020","5122420","5215260","5254020","5551900","5588250","5615430","5625250","5796990","5549730","6257620","6651940","6871710","6890000","6775860","6830430","6851880","6707820","6811530","6403110","6414370","6449370","6913710","6966010","6938690","7137905","7186639","7138449","7014581","6719185","6431780","6657455","6451137","6686959","6568145","5524250","6642152","6548528","6552134","6441877","6416354","6653886","6512315","6730683","6921286","7121081","7216272","6853269","7081336","7283866","",
"Palau","PLW","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Land under cereal production (hectares)","AG.LND.CREL.HA","","659","728","737","862","762","878","936","987","1349","1475","1791","1454","1057","1097","2027","1724","2850","3195","1635","1526","2271","2677","1884","1230","1091","1094","1631","1590","1620","1583","1914","2143","2250","2318","2555","2883","2350","2092","2617","2745","3100","3231","2727","2839","3050","3156","3369","3588","3676","3054","3316","3500","",
"Poland","POL","Land under cereal production (hectares)","AG.LND.CREL.HA","","9045900","8777800","8838100","8767700","8505800","8380900","8409200","8457800","8669300","8346400","8452100","8484800","8246800","8088100","7864106","7768569","8001739","7852631","7871605","7846509","7906447","8094248","8105538","8159070","8204988","8237748","8382642","8439011","8376605","8530848","8716244","8321108","8506171","8480981","8571214","8720105","8899413","8843718","8701304","8813629","8820941","8293400","8163257","8377273","8328904","8381129","8352860","8598806","8503510","7864563","7718604","7717133","",
"Puerto Rico","PRI","Land under cereal production (hectares)","AG.LND.CREL.HA","","15872","9489","9519","12094","10158","8901","7478","3400","3820","2260","1870","1870","1245","1180","1160","920","920","910","880","805","673","670","650","620","1840","1830","1300","810","630","500","435","430","247","390","440","470","480","541","400","260","258","241","270","281","299","270","290","263","354","346","311","311","",
"Korea, Dem. Rep.","PRK","Land under cereal production (hectares)","AG.LND.CREL.HA","","1432000","1436000","1476000","1479000","1460000","1484000","1490000","1483000","1508000","1510000","1514000","1523000","1558000","1592000","1616000","1618000","1635000","1638000","1635000","1611000","1630000","1588000","1592000","1580000","1573000","1561000","1633000","1615000","1631000","1600714","1542501","1549568","1491425","1523959","1520705","1407205","1446545","1424460","1348426","1233677","1286500","1319747","1351533","1307436","1382373","1319054","1333128","1316141","1319088","1320301","1307000","1334500","",
"Portugal","PRT","Land under cereal production (hectares)","AG.LND.CREL.HA","","1889916","2003216","2009667","1888672","1864134","1674915","1631911","1708524","1631285","1614753","1460112","1453278","1319749","1348627","1408953","1504934","1078998","1257060","1154437","1104313","1037193","1071141","1062745","984982","959846","934993","952621","892395","908470","759986","828230","751934","712442","685761","725422","669595","702211","517202","592930","578411","493054","515102","450970","462756","389454","373764","318798","365277","340019","304022","288397","274500","",
"Paraguay","PRY","Land under cereal production (hectares)","AG.LND.CREL.HA","","111600","115200","116100","180800","180000","166817","204820","224914","176049","239309","268800","243000","232236","264993","278563","316434","357038","342609","310000","306200","305923","376040","298000","311260","326530","340700","340000","464700","477600","393698","469382","501000","483043","454973","617850","608173","641296","578702","524241","543541","753625","740979","821259","843935","741850","1218120","1223000","1283919","1343070","1439298","1541594","1455000","",
"Pacific island small states","PSS","Land under cereal production (hectares)","AG.LND.CREL.HA","","13875","13677","13088","11149","9122","9409","10709","12566","12637","13106","11417","10640","9848","10601","12094","11953","12712","13087","14068","14932","14198","14515","13548","15017","15605","15686","13955","15429","15061","14686","14305","12571","11527","9969","9405","11182","10899","10439","9214","8699","8763","8238","8868","9064","9713","8524","8256","8140","7274","5891","5941","6041","",
"French Polynesia","PYF","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Land under cereal production (hectares)","AG.LND.CREL.HA","","0","0","0","0","0","0","0","0","0","0","50","50","60","65","70","130","171","181","220","244","259","364","273","348","478","606","928","999","1081","1082","1348","1231","1761","1243","1335","1538","1708","1710","1870","1760","1627","1613","1911","1332","1944","1900","1203.8","640","351","351","281","293","",
"Romania","ROU","Land under cereal production (hectares)","AG.LND.CREL.HA","","7029100","6663626","6708715","6692900","6766565","6820400","6603919","6657193","6563321","5900835","6167400","6238400","5792500","5903100","6239764","6350600","6308075","6317548","6320028","6468635","6232071","6022783","6052926","6273030","6285900","6200700","5987000","5905300","6027200","5704048","6049088","5773866","6394998","6557936","6444820","5842833","6319786","5897568","5360289","5643520","6288925","5711376","5116684","6107605","5803627","5080084","4757074","5182164","5265063","5019319","5219703","5424635","",
"Russian Federation","RUS","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59541250","58824320","53953916","50593560","48644750","48491600","36076300","37069300","41145200","43057500","43030600","36759400","40493400","41159500","40540700","40309250","44550100","41902700","32331000","40601900","36988100","",
"Rwanda","RWA","Land under cereal production (hectares)","AG.LND.CREL.HA","","156078","177538","96643","125565","122197","182777","189575","174838","171526","200340","188410","188298","194685","204573","204120","213264","226108","240745","234282","224918","259000","263465","268100","278248","274494","239046","227840","239754","226488","254072","270800","249540","160200","125360","124406","144080","197883","199695","217025","282557","312370","300218","315218","332474","349211","327140","351394","364468","355776","386299","407022.43","405958","",
"South Asia","SAS","Land under cereal production (hectares)","AG.LND.CREL.HA","","114373056","116587418","116761242","118040835","117422318","116510054","120741020","123932855","126825087","126384995","124910823","123761908","129743823","125365099","127698649","127751933","130824980","131671765","130885250","131714362","133785313","129347461","134502072","133631441","132442488","132707638","127094952","132050701","133137756","131804018","129164573","128101866","129594558","129791368","129224085","130451193","130418192","131641087","133121976","133403570","130122012","124544435","129932193","128065540","130920800","130728844","132314397","133777235","130431671","133030433.96","133895602.66","130250378.24","",
"Saudi Arabia","SAU","Land under cereal production (hectares)","AG.LND.CREL.HA","","273500","273600","287289","294300","305300","311500","311619","378866","323918","339000","428283","153949","200715","411165","345154","428044","391414","404923","437890","453072","274344","261949","316424","446241","630297","640821","713448","894572","962137","974551","1088941","1121897","1130013","1068834","705226","563212","656378","621825","686373","616368","659115","704804","697306","682180","632549","602875","577940","465724","325371","309947","297000","227150","",
"Southern Cone Extended","SCE","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudan","SDN","Land under cereal production (hectares)","AG.LND.CREL.HA","","1843005","1991247","2042662","1988734","2027871","1956722","2694291","1854151","2493008","2963831","2928797","2969966","3593284","3693036","4125081","4331650","4510817","4529297","3650781","4290453","5400934","4759713","5109180","4987021","7347342","6718950","4658280","8168746","5586558","3734629","6807379","8258795","6163842","10123688","7779570","8570100","9777220","9398620","7137840","6451260","8526340","7623682","9899820","5349940","12292640","9004586","9172504","9290904","9453803","7886440","9929220","5631780","",
"Senegal","SEN","Land under cereal production (hectares)","AG.LND.CREL.HA","","961167","988000","1082000","1166000","1228453","1121438","1344165","1164745","1207337","1121847","1118734","1034919","1203764","1295224","1114837","1033300","1066813","1208722","1076913","1234834","1336682","1142154","912518","1158770","1523172","1164530","1252580","1217422","1259076","1229004","1145161","1087210","1290561","1265595","1212430","1286885","1122874","1073372","1412880","1168751","1154193","1207156","1333210","1083525","1195106","1125772","1070860","1488312","1651358","1479162","1139353","1271019","",
"Singapore","SGP","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Land under cereal production (hectares)","AG.LND.CREL.HA","","115","120","125","130","135","138","140","868","1024","708","1141","395","394","394","599","1297","1940","2663","2997","3869","4029","3191","2567","2446","2170","2355","0","0","0","259","224","304","297","311","301","349","386","330","720","973","448","493","607","800","1000","970","933","1100","1300","1100","1086","1000","",
"Sierra Leone","SLE","Land under cereal production (hectares)","AG.LND.CREL.HA","","316421","288000","298877","298951","332400","352300","373900","343900","332484","349112","378400","370600","373700","393500","403500","429800","440400","455400","430400","440500","431500","433500","413500","365392","389365","390805","402881","447300","463700","468600","453670","432919","456667","401700","341100","354500","387200","335570","250092","206336","335200","468407","490300","611875","737800","860000","508556","562717","594315","652342","718128","733500","",
"El Salvador","SLV","Land under cereal production (hectares)","AG.LND.CREL.HA","","297088","302463","277880","267679","317394","334946","323746","340795","318623","342020","350854","346430","329609","350000","395500","372897","389466","414995","433861","427881","405455","368889","364687","374920","385140","389760","415730","417690","411435","425367","446040","486290","457590","451850","438445","409220","445424","415065","380695","361354","397822","328728","320104","330716","339950","334321","328871","357174","362998","342583","370766","392041","",
"San Marino","SMR","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Land under cereal production (hectares)","AG.LND.CREL.HA","","521000","515000","520000","511000","507000","502000","535000","515000","519000","480250","445100","645670","387050","395070","511100","614300","616800","582100","616600","575200","723200","758500","558700","769600","687500","636900","783000","860200","825300","732500","455800","401628","364500","987400","576457","560170","635795","479839","513321","535373","527960","574242","585834","736489","764667","667777","451022","570074","578604","567109","570784","570500","",
"Serbia","SRB","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2398779","2470360","2494629","2442738","2263041","2383845","2363776","2077904","2042405","2119289","2094257","2006226","2010562","1945861","1888668","1936465","1936614","1955871","1873358","1909899","1902638","",
