"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Egypt, Arab Rep.","EGY","Land under cereal production (hectares)","AG.LND.CREL.HA","","1723824","1975708","1944683","1907398","1625595","1817474","1894358","2054000","1920028","1911633","1927747","1894562","1880046","2000390","2043762","2077889","1899889","2043952","2034056","1978165","2009210","2027218","2013325","1944845","1886100","1864080","1930870","1941599","2085271","2283426","2470059","2477121","2495425","2561268","2726636","2545317","2735816","2642833","2707099","2761724","2614460","2712234","2751930","2755787","2969160","2994859","2894543","3173032","3179076","2989660","3037788","3040000","",
"Euro area","EMU","Land under cereal production (hectares)","AG.LND.CREL.HA","","36821783","37616493","36986314","36993619","36924548","36269407","36445289","37053395","36955970","36860527","36740019","36764085","36374806","36807569","36133925","36247077","35176646","36554372","36100376","36369490","35670997","35851119","35495760","35722855","35294056","35020864","34518392","34324815","34532999","33287012","33165345","33541487","31993843","31406436","32043315","32978945","34032963","33534225","32486070","33452942","32858252","33599931","32749541","33395060","32788962","31815960","31781922","33711588","31965670","31258876","31193100.62","31029882","",
"Eritrea","ERI","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1601200","330365","298432","322179","374255","477043","427060","330175","343832","344627","405859","395213","442581","472402","492281","419412","453744","454744","446553","451564","",
"Spain","ESP","Land under cereal production (hectares)","AG.LND.CREL.HA","","6929785","7252920","7228312","7048402","7093770","6954614","7207501","7382517","7350702","7432455","7436300","7495900","7298300","7518800","7195800","7230878","7245747","7513302","7278067","7526907","7367284","7452404","7432467","7587089","7592592","7708338","7879247","7897362","7905859","7551418","7811950","7402028","6425218","6479932","6688055","6762316","6982025","6632544","6640640","6802494","6424327","6724043","6570655","6597267","6567621","6268872","6206582","6684765","6041814","5984310","5944293","5876389","",
"Estonia","EST","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","453649","375183","319634","304336","288224","326586","353300","321000","329423","274162","260155","263166","260979","282094","280235","292236","309300","316413","275274","296924","295393","",
"Ethiopia","ETH","Land under cereal production (hectares)","AG.LND.CREL.HA","","5882000","6093000","6113700","6156100","6228600","6290300","6348600","6424300","6499800","6580200","6670300","6429500","5282000","5351000","4464500","4426300","4230000","4454800","4631000","5079000","4711820","4629430","5029230","4715860","4814680","4991450","4950900","5054810","4891260","4957410","4444010","4356060","4040330","5394500","6532410","7738319","7504650","6319880","7463030","7184230","8001604","6648807","8486199","8722142","9365022","8105902","8502791","9146335","8770067","9233024","9690734","9547242","",
"European Union","EUU","Land under cereal production (hectares)","AG.LND.CREL.HA","","64723010","64970102","64341313","64552948","64385114","63746299","63714837","64560826","64485834","63286390","63814043","64030478","62815926","63167024","62521816","62771843","61857018","63080996","62647661","62927270","61934247","62291579","61835389","62371201","61613226","61534879","60494997","60419403","60623819","58868564","59278220","60560441","61035195","60790315","60947563","61534931","64066195","62847451","59763479","61875586","62158555","61809152","59242227","61674329","60144589.3","58040868","57643783","61114434","59260856","57009377","57205179.62","57557027","",
"Fragile and conflict affected situations","FCS","Land under cereal production (hectares)","AG.LND.CREL.HA","","24146842","25659013","25482221","25512114","25341464","24375712","26287244","24545572","25399167","26063852","25008054","26794568","26390898","27494310","29169198","30241521","28914017","29743811","27681090","29135982","29899775","29529419","30543291","28304413","33064045","32396404","29476097","34944979","32888600","32154974","34121398","36961139","38790637","42040183","38395255","38316340","39665889","39138817","37351213","35917892","38512777","38620832","42262254","37768176","48273828","45099849","44865039","43292887","44522851","44417982.87","46776682","41450586","",
"Finland","FIN","Land under cereal production (hectares)","AG.LND.CREL.HA","","1029808","1059191","1056400","1124700","1131000","1131900","1180800","1191900","1156900","1196900","1212100","1228000","1247500","1306300","1310900","1360200","1192300","1232700","1235500","1170900","1164900","1169500","1219000","1192000","1254000","1196700","1136700","1214400","1193800","1212600","1024300","914500","926200","947700","977700","1079400","1117700","1157000","1134000","1172700","1160200","1195100","1192900","1127100","1185800","1152400","1131500","1193900","1133100","954200","1058200","1036300","",
"Fiji","FJI","Land under cereal production (hectares)","AG.LND.CREL.HA","","13060","12857","12263","10319","8287","8571","9819","10898","10813","11548","9376","9295","8454","9207","10395","9456","9572","9224","9871","9813","8919","10074","9731","11321","12165","12031","12655","14129","13761","13057","12766","10904","10041","8513","7674","9223","8661","8514","6673","5623","6366","5691","6777","6439","6763","6000","5733","5397","4331","3315","3304","3491","",
"France","FRA","Land under cereal production (hectares)","AG.LND.CREL.HA","","9140300","9408120","9159745","9226542","9377274","9194306","9303635","9307842","9375548","9318100","9544110","9710900","9768200","9827100","9666100","9512100","9704305","9816421","9802300","9893542","9714700","9719100","9373400","9728400","9696400","9501600","9277452","9221092","9444447","9060354","9228386","9346036","8540396","8163350","8291655","8840425","9206544","9290795","8853264","9074804","8938342","9327017","8956710","9354603","9182257","9014216","9055776","9618253","9393358","9800402","9659697","9434117","",
"Faeroe Islands","FRO","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","124","144","159","137","149","147","168","152","147","158","156","154","140","143","146","146","149","150","",
"Gabon","GAB","Land under cereal production (hectares)","AG.LND.CREL.HA","","5850","5980","5740","5894","5876","5850","5850","5850","5630","5865","5900","4500","5150","5600","5550","5650","6000","6580","6800","7100","7200","7600","8400","8839","9290","14290","15100","15740","14180","14900","14412","16466","17486","18489","18927","18405","15898","16943","17329","16500","16984","17285","20274","20084","22500","20969","20470","22504","24990","25486","26611","27120","",
"United Kingdom","GBR","Land under cereal production (hectares)","AG.LND.CREL.HA","","3060601","3201027","3261715","3427053","3657704","3791421","3826331","3813396","3699550","3717376","3814169","3804376","3756082","3752402","3655432","3685000","3706043","3816928","3872808","3938550","3979000","4030000","3962000","4038000","4021000","4029000","3940700","3901000","3874255","3657300","3499700","3488604","3032488","3044000","3182136","3357200","3513500","3417800","3141100","3348200","3013315","3245800","3060100","3133200","2917900","2862600","2883000","3272481","3075000","3012500","3076000","3141000","",
"Georgia","GEO","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248500","227797","233502","233152","252754","404684","369521","365395","306616","349670","355719","347198","330792","338185","202130","198022","223677","196684","173200","183846.92","170720","",
"Ghana","GHA","Land under cereal production (hectares)","AG.LND.CREL.HA","","534518","520000","497756","514672","480680","594200","639305","608229","649182","999200","956300","834400","884700","930000","804900","843400","768000","645000","924000","939000","843000","822000","835000","1276000","1034000","880100","1126600","1045800","1168600","853000","1176400","1203500","1227200","1200700","1327000","1274130","1262929","1340142","1299934","1306631","1371450","1597608","1461535","1332718","1360033","1438035","1270218","1437193","1570747","1602100","1642864","1634973","",
"Guinea","GIN","Land under cereal production (hectares)","AG.LND.CREL.HA","","343985","349445","350145","363095","357310","351795","358570","354640","369020","376730","384775","392170","400615","410350","420500","431140","447060","462940","484300","506155","518535","531460","548955","588760","604755","623110","628645","653258","688490","729607","773242","819754","865540","892694","928700","973486","1020807","1070825","1123737","1206934","1160412","1241115","1335963","1432422","1531176","1627913","1718070","1899575","1879166","1973400","1988600","2142000","",
"Gambia, The","GMB","Land under cereal production (hectares)","AG.LND.CREL.HA","","83994","89125","78530","80559","80761","81000","72500","85637","83709","86327","87327","82800","78500","55800","53900","46600","47900","57700","40100","52900","67700","75800","54500","60300","91960","79970","82700","83710","86962","89978","100305","78303","82248","82735","96035","94651","107925","103813","117050","135900","156252","145021","170961","191203","197607","209731","188102","240813","296333","322650","210923","215500","",
"Guinea-Bissau","GNB","Land under cereal production (hectares)","AG.LND.CREL.HA","","97000","101000","101000","120000","100000","95000","83500","76000","69000","69000","68000","69500","76000","93000","122000","140000","134000","117000","127000","133000","166000","233000","208300","179000","127000","118000","100000","84809","97276","109273","110824","117166","126253","136322","143009","127759","126040","122271","142963","162150","160893","141900","130541","134397","138527","134520","136586","145942","139863","158564","159559","167615","",
"Equatorial Guinea","GNQ","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Land under cereal production (hectares)","AG.LND.CREL.HA","","1772952","1758547","1644087","1766280","1779520","1716990","1690617","1708430","1635540","1601300","1633500","1565942","1519700","1566300","1549300","1538400","1506100","1543800","1576490","1606400","1618400","1618255","1571900","1533050","1489490","1467152","1475856","1456030","1448664","1470345","1499200","1396100","1366792","1357004","1307144","1321363","1311596","1286271","1247637","1273978","1284083","1288585","1275079","1261210","1263403","1195597","1172977","1188237","1173669","882393","961399","951525","",
"Grenada","GRD","Land under cereal production (hectares)","AG.LND.CREL.HA","","630","630","630","630","630","620","620","620","600","600","570","520","450","554","500","540","630","730","606","500","450","470","414","414","410","250","250","250","255","260","265","330","390","350","360","330","300","261","226","237","235","220","247","315","320","300","320","290","390","381","343","350","",
"Greenland","GRL","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Land under cereal production (hectares)","AG.LND.CREL.HA","","694998","715445","778597","795959","759650","747690","789864","780814","782095","757427","754153","758295","570273","655675","651477","727213","737365","698389","630960","746640","769250","746540","663268","712590","772780","785970","856670","734830","696056","718498","763420","822740","797640","684438","608885","638694","639826","693240","652920","654730","656610","668893","703250","743700","844359","850820","623054","727884","896097","864306","884726","885600","",
"Guam","GUM","Land under cereal production (hectares)","AG.LND.CREL.HA","","50","50","50","50","30","2","4","5","10","10","10","10","10","10","10","10","10","10","10","10","10","10","3","6","5","7","8","9","10","10","8","9","10","8","11","12","14","12","14","16","14","15","11","14","15","16","15","16","15","18","19","19","",
"Guyana","GUY","Land under cereal production (hectares)","AG.LND.CREL.HA","","107461","100060","81519","149581","120530","138360","117929","115822","114202","112100","102990","81867","94625","116977","137035","99685","139000","116700","91316","95974","88770","97691","76616","98266","78879","85292","77242","76389","72330","53262","77243","84117","104256","104178","136569","138082","145325","131775","149691","119122","126115","109084","132400","120100","109900","105100","110500","122800","127925","134690","134582","136500","",
"High income","HIC","Land under cereal production (hectares)","AG.LND.CREL.HA","","152814957","151070266","152566316","151965399","151337428","153814152","159056190","159626360","152762511","144828098","154761259","148424448","156016057","158579148","162446057","165763359","164232889","160604406","160826003","165669471","174637966","172341994","157205284","169560339","170118498","163017199","151957472","146558374","156161112","156663640","150134869","216123485","209005224","204140397","199540794","208345964","206756437","191050751","186212322","193125869","190296200","186354153","187926039","190503683.5","188522825.6","182122526.6","192605306.5","200091342","190436666.9","175460120.1","182737449.62","183790818","",
"Hong Kong SAR, China","HKG","Land under cereal production (hectares)","AG.LND.CREL.HA","","14821","11295","7877","8638","8538","9469","6309","9955","8067","6861","4653","3803","3144","1906","1975","1829","733","186","66","33","20","13","9","11","6","5","4","1","1","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Honduras","HND","Land under cereal production (hectares)","AG.LND.CREL.HA","","302521","318926","314969","350988","344171","325472","322018","324851","327876","330744","333638","336540","354162","343757","407429","460005","559630","556784","424347","420711","418308","347787","382421","449380","350621","403842","392249","408419","434230","465071","525327","516753","520178","514203","499472","496617","482132","541593","480425","443377","416706","431637","390415","380208","368588","390757","447288","392570","406531","539073","559149","562100","",
"Heavily indebted poor countries (HIPC)","HPC","Land under cereal production (hectares)","AG.LND.CREL.HA","","31661336","32780817","33252776","33133711","33682802","34404366","35577230","34096202","35957564","36401108","37034411","37126410","35929917","37326310","36943029","38414293","39296504","39367907","37930099","38832504","39933929","38945072","39710669","39727492","43635470","44286778","42008395","48032031","46628699","44554295","48095408","50703073","50401855","55247415","53533579","55488584","56238866","57384962","54559423","52934435","56993309","57262400","65219925","59485998","69756871","66193861","66666045","71980793","72095074","73760939.49","76735319.43","72089219","",
"Croatia","HRV","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","592672","641899","627109","631755","612087","634028","686829","625560","694977","722634","718193","691687","720997","543505","560177","555707","560960","562651","550331","541171","587264","",
"Haiti","HTI","Land under cereal production (hectares)","AG.LND.CREL.HA","","452000","453000","453000","459000","460000","462000","468000","463000","480000","483000","487000","491000","429000","390000","378000","360000","402232","465843","444450","413000","391000","376000","410000","415000","440369","480140","476220","489911","466000","351500","405000","462879","445000","460000","461150","423200","488000","440673","490000","462000","439200","408500","414300","426200","423800","431000","541800","437000","556500","634108","622000","522000","",
"Hungary","HUN","Land under cereal production (hectares)","AG.LND.CREL.HA","","3324307","3344059","3173391","3276286","3229923","3173221","3184112","3281413","3252292","3010051","3135042","3234904","3255330","3259091","3132683","3078339","3004019","3000942","2929285","2914867","2790159","2881298","2907483","2912433","2870587","2882848","2844859","2864563","2816956","2778569","2885819","2745991","2770711","2960253","2779969","2836289","2954451","2862291","2420630","2762701","3080085","2952970","2885811","3001698","2933537","2838236","2764254","2903443","2882230","2599986","2683372","2753442","",
"Indonesia","IDN","Land under cereal production (hectares)","AG.LND.CREL.HA","","9319000","10458000","9290000","10626000","9834000","11469000","10063000","11240780","10448440","11073690","10951020","10057690","11836770","11175470","10939970","10463810","10926080","11953780","11397185","11740005","12336878","11049754","12164696","12849826","12342259","13131212","12548627","13543906","13475406","13660449","13190619","14732663","13952314","13843200","15090598","15313299","14495818","15564020","15419561","15293000","14785900","14647996","14835868","15279888","15465047","15132235","15777961","16312468","17044235","17385126","17062749","17403352","",
"Isle of Man","IMN","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Land under cereal production (hectares)","AG.LND.CREL.HA","","92239016","93852008","93571016","94306008","93277016","92729816","96062008","98822912","100872596","100377004","99673104","98043804","103788908","99388716","101366908","101465120","103723620","104340004","103473312","104067000","105508300","101083696","106613208","105175600","104056596","104049212","98573604","103542716","104055700","102536512","100243408","99499504","100066500","100184200","99450800","100300000","100167200","100904200","102091700","102402400","100271100","94470900","98603100","97805700","99519200","99236800","100833500","101155500","97171600","100075800","100515700","97000000","",
"Not classified","INX","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Land under cereal production (hectares)","AG.LND.CREL.HA","","435435","432097","402746","387957","377250","338713","356167","362476","357940","377288","386391","372110","351351","347988","338972","349855","372500","387839","400942","444000","429000","412500","395300","406800","400100","364500","335300","324100","320000","298874","299900","295297","280387","264877","269380","288193","304504","294097","280488","277286","283890","297699","300001","306605","276585","279984","279083","325306","299996","274079","297594","315595","",
"Iran, Islamic Rep.","IRN","Land under cereal production (hectares)","AG.LND.CREL.HA","","5063000","4983000","4783000","5057000","6397000","7457000","6630000","7535000","7136000","7288000","6925656","7394000","7462000","7633000","8021000","7523870","7182000","7058200","7040321","8044580","9099999","8540938","8529696","8367349","8769721","8768499","9359707","9413821","9459552","9468074","9580394","9787365","9938734","9187468","9010015","8712630","8508108","8788470","6927585","7022132","7739947","8732000","8791644","9103531","9527272","8700864","9799054","7103012","9095477","9434954","9233815","9351000","",
"Iraq","IRQ","Land under cereal production (hectares)","AG.LND.CREL.HA","","2039339","2451402","1817699","2179046","2480608","2382202","2472043","2424096","2164583","2086907","1473575","2703420","1702530","2195900","2020209","2165110","1501322","2304070","1928900","2290625","2256525","2355875","2478675","1082953","2976717","2777350","1937925","2462050","1625275","3256300","3342575","3919501","4588136","3571340","3170300","3339580","2769600","2811650","2719629","2490350","2625883","3157390","2910960","2783550","3911030","2848000","2966750","1585596","1493415","2570483","2374286","2014853","",
"Iceland","ISL","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Land under cereal production (hectares)","AG.LND.CREL.HA","","154875","131626","131758","161125","155437","130234","147828","150647","145915","130705","137585","145940","132440","149840","143000","140410","137950","124770","121390","130970","133470","122010","134030","105800","107500","116199","115416","108570","114820","113760","104882","104906","98523","97556","98728","94445","95000","100683","73742","74846","99044","101647","92430","89130","104210","102212","103105","81370","80788","79711","75650","83740","",
"Italy","ITA","Land under cereal production (hectares)","AG.LND.CREL.HA","","6387203","6485855","6299467","6244904","6056518","5991218","5768719","5954460","5922142","5863821","5515115","5335821","5278781","5270970","5124766","5145201","4504694","5138256","5129977","5110637","5006438","5115001","5127063","5074307","4821364","4849747","4693753","4570559","4627087","4413402","4401724","4225437","4075474","4103632","4217742","4223335","4195050","4082355","4173966","4137209","4134297","4284649","4147562","4276507","3995818","3801047","3933244","4037602","3480655","3459755","3432586","3511200","",
"Jamaica","JAM","Land under cereal production (hectares)","AG.LND.CREL.HA","","9712","8579","8619","5960","4816","5985","3590","3980","3710","3663","4353","4049","3575","6526","7400","7090","4893","6044","4685","3799","3851","2951","3690","4430","4391","5173","4592","2366","2648","2134","2697","2902","2266","2903","2862","2959","2716","1938","1773","1553","1750","1496","1672","1359","1536","1542","1400","1515","1871","2072.7","2198.5","2433","",
"Jordan","JOR","Land under cereal production (hectares)","AG.LND.CREL.HA","","377707","400547","289041","396330","371808","283580","284792","290790","221975","264027","296864","285188","132827","311469","173126","191425","172963","188057","143583","184623","146944","150962","155807","115268","134451","66454","125477","125766","87014","105746","108930","121065","65357","82628","125065","81268","89249","64080","8880","33096","34687","88682","56222","40750","67173","64051","68482","41446","48957","44464","102333","53985","",
"Japan","JPN","Land under cereal production (hectares)","AG.LND.CREL.HA","","4868480","4755130","4609500","4418130","4303013","4194810","4092940","4017000","3925820","3445920","3092500","2935910","2833610","2932850","2970510","2977950","2949640","2795168","2793552","2723782","2654960","2637374","2652555","2687684","2711736","2679339","2555938","2535438","2523524","2471494","2413369","2430881","2424140","2448153","2352368","2220758","2197439","2054154","2047487","2045099","2006602","2002148","1985655","2018281","2020344","2006281","1983581","1940273","1936188","1941803","1904487","1912101","",
"Kazakhstan","KAZ","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22152350","21780600","19504700","16318300","15508695","14184216","11370199","10928040","12240229","13041394","13901107","13677897","13947423","13775200","14068609","15134650","15399259","16619400","15068400","15795880","15662200","",
"Kenya","KEN","Land under cereal production (hectares)","AG.LND.CREL.HA","","1105697","1260197","1369115","1432536","1569770","1419048","1623708","1811404","1783814","1635144","1580733","1721646","1872408","1879861","1881305","2044704","2048900","1971500","1853700","1796750","1427630","1501439","1619035","1295163","1784513","1794808","1846906","1890731","1834500","1785368","1707366","1804764","1737790","1889290","1842401","1903317","1932839","1841097","1962713","1884669","2055178","2046060","2102481","1771028","2177725","2390855","2038151","2021880","2332694","2542199","2679555","2701226","",
"Kyrgyz Republic","KGZ","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","578000","626200","585400","559600","614138","678640","644691","651327","580709","625958","642377","588876","594097","605537","589663","564107","605033","612404","578590","578077","573339","",
"Cambodia","KHM","Land under cereal production (hectares)","AG.LND.CREL.HA","","2270080","2387069","2348000","2504000","2480500","2270900","2137000","2437100","2046200","2485200","1974200","1455200","873600","615000","955000","1055000","1062000","1065000","849000","1541000","1402000","1676000","1661000","1021000","1496000","1563000","1410000","1875000","1910000","1900000","1769000","1733400","1866538","1531600","1969035","1925988","1962827","2002423","2139181","1960563","2047508","2066239","2325989","2186354","2484980","2621712","2708000","2776469","2895890","3106829","3246000","3430000","",
"Kiribati","KIR","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Land under cereal production (hectares)","AG.LND.CREL.HA","","2073629","2112667","2178119","2271775","2375066","2273410","2282468","2243090","2224792","2159730","2058060","2053860","1985956","2031202","2052241","2033637","1840488","1860028","1771719","1646125","1648832","1584654","1626971","1621738","1518939","1469916","1516045","1491943","1470589","1440980","1369123","1293185","1279669","1220068","1175573","1174343","1153331","1171362","1171328","1165478","1198104","1163566","1109257","1095237","1068967","1038286","1033147","1018461","1001836","970363","925440","930600","",
"Kosovo","KSV","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","2","3","4","5","10","9","4","14","15","13","44","72","69","135","165","256","257","591","555","615","699","691","501","302","283","295","308","327","547","507","1096","1298","1220","1598","1919","1231","1299","1300","1200","1020","1160","2032.2","2501.9","2478","2550","",
"Latin America & Caribbean (developing only)","LAC","Land under cereal production (hectares)","AG.LND.CREL.HA","","35344518","34359123","38842792","41205146","40422361","41617796","43336944","44308684","44012369","44814276","46767568","45490684","44913275","45452961","47681374","51295524","49431660","48606544","47069098","47718473","50433239","51738159","48955040","49355562","50017007","50492221","51872851","50257693","48706731","46062367","46147019","47201732","45024470","48125140","47563981","48620256","47583771","45190766","46315334","47207594","49075250","46220699","48879700","49810513","46740157.5","47266684","49601194","50575384.5","46514055.5","48408300.65","49404666.8","50000577.16","",
"Lao PDR","LAO","Land under cereal production (hectares)","AG.LND.CREL.HA","","630000","602000","610000","928000","931000","943000","974000","670000","678773","679693","680770","679790","680000","701800","698000","553664","585700","606750","717490","760360","775990","768362","724141","683658","690373","671262","566782","562643","626533","686970","591054","597884","578863","639020","589012","591121","639295","663938","758307","768370","790645","783060","807987","837820","822020","856720","885573","1015485","1026161","1067859","1029355","1130582","",
"Lebanon","LBN","Land under cereal production (hectares)","AG.LND.CREL.HA","","90400","91435","72900","93100","97500","89924","85135","86904","55215","57987","60145","62528","61136","65261","66000","57600","54100","55300","53200","26050","23445","24280","24105","21661","25730","30990","38629","39715","40474","41186","41094","42097","37550","38255","39077","38289","54700","52922","53500","50850","52529","56796","61521","60541","65570","70545","70040","65855","55978","42586","49870","54290","",
"Liberia","LBR","Land under cereal production (hectares)","AG.LND.CREL.HA","","200000","210000","239000","255000","257000","133000","134000","140000","147000","154000","162000","170000","182000","201000","191000","200000","206000","194000","201000","197000","210000","210000","235710","231600","230731","233104","235830","233200","252200","175000","110000","120000","60000","45000","50000","75600","135200","161900","153700","143500","130000","120000","120000","120000","120000","130000","160000","190000","247580","251230","250000","252000","",
"Libya","LBY","Land under cereal production (hectares)","AG.LND.CREL.HA","","489000","563000","503000","503000","455069","498997","598108","631341","629299","375537","221062","275546","437084","469483","571905","719036","386140","687232","607010","555230","450280","380480","551730","474480","394225","423800","444559","429186","483517","404060","367921","287735","258436","243958","215387","235680","246400","301400","326200","344493","355512","344891","383124","387897","375080","342860","343079","343275","345430","357445","365021","383450","",
"St. Lucia","LCA","Land under cereal production (hectares)","AG.LND.CREL.HA","","40","40","24","12","16","20","20","26","28","25","35","40","49","50","50","50","50","50","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Latin America & Caribbean (all income levels)","LCN","Land under cereal production (hectares)","AG.LND.CREL.HA","","37264205","36204208","40600968","43054361","42318922","43456497","44917699","46219973","45780245","46548228","48473903","47019422","46476145","47192629","49502020","53159867","51057095","50093477","48583809","49128522","51829283","52922367","50172549","50696441","51381785","51775628","53240113","51569542","50085500","47407202","47305453","48474443","46256168","49226110","48755652","49907548","48939770","46379937","47415604","48278000","50222771","47359777","50034665","51107282","47946151.5","48457970","50749168","52053928.5","48131170.5","49722305.65","50742025.8","51351132.16","",
"Latin America and the Caribbean","LCR","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Land under cereal production (hectares)","AG.LND.CREL.HA","","48744304","50490961","51530507","52064849","52722395","52464172","54553903","53023483","54874151","55107906","54572090","54379435","53252207","54237712","54757884","55663937","56328956","56620842","54568305","57165772","58596794","57641671","58098125","57552484","62544038","63482877","60614788","67108035.5","65972216","64532810","66565417","69452138","69913008","74549329","73098047","75487357","76473699","77499501","76830399","75077274","79175381","79214874","87533702","81771393","93386845","90720578","90967264","96531830","96973546","99020226.83","102143742.09","97269148.24","",
"Low income","LIC","Land under cereal production (hectares)","AG.LND.CREL.HA","","45825293","47514861","48396097","48604637","49209606","49193717","50663251","50341450","51872830","51526283","50915994","50923909","49000540","50045838","50248946","51412977","51992543","52403967","51220590","53290170","53424793","53387245","53801260","52741359","55381913","57088277","56272432","59248976","60103437","60797785","60053139","61316045","63830898","64819774","66261161","67769555","67989614","68885820","70198064","69222116","71079585","72281300","78048384","76620677","81814970","82196634","81726470","87690812","87006655","90282366.3","91981949.43","91889517","",
"Liechtenstein","LIE","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Land under cereal production (hectares)","AG.LND.CREL.HA","","539171","568096","582457","573881","472886","583713","584108","606910","582000","763084","732973","682632","734307","875379","691085","720940","849810","901205","836292","867782","889293","795759","824826","937257","912657","882311","726403","865221","729393","869766","830505","802603","862816","938132","933651","697613","721837","803160","906530","867548","796560","848790","946340","748720","950200","948663","856543","1110843","999340","1124660","1146945","1055520","",
"Lower middle income","LMC","Land under cereal production (hectares)","AG.LND.CREL.HA","","149065523","152525985","152252367","155891479","154703328","153424666","158663212","162178027","167945615","167413237","165358131","159258691","172807346","166620664","167093395","169605326","170479918","171319366","168175826","170882229","172110052","165716532","173552496","175449616","178509184","182187530","174564779","184847663.5","187055199","184248210","185834855","203289809","202720381","207874065","205727796","207592286","210249487","210029517","208451897","208218947","206937696","200365334","205988400","205299870","215200618","212831098","213804501","219143997","212018256","214923620.14","218294748.64","210033319.74","",
"Low & middle income","LMY","Land under cereal production (hectares)","AG.LND.CREL.HA","","369274621","373325594","379586069","387636403","386971748","389190804","396318991","400272957","408369283","408915348","411626105","406821126","415818598","413439053","418821344","426684545","422464856","423921563","417561890","422871765","425247016","417263045","425902071","425724602","431913650","437861448","430141650","440715359.5","444123553","441020943","444145323","490467621","487832464","491149623","486887825","495437030","493351381","489692718","484740864","479886673","482814053","474079158","483477895","487563446","502195571.8","496864868","504571286","512172215.7","508744736.5","517277373.6","524581780.37","519323649.2","",
"Lesotho","LSO","Land under cereal production (hectares)","AG.LND.CREL.HA","","271059","274700","274700","274200","286700","279500","290900","312439","311127","301455","316737","278192","255700","291267","219636","186945","166497","205573","200825","202642","206760","188220","181070","202934","231890","194965","242934","281473","216845","233506","145880","153076","157464","272669","104946","217491","203182","127047","184312","208295","255993","203203","190718","183061","161872","227263","166875","189788","179180","190512","156649","53000","",
